Open,High,Low,Close,Adj Close,Volume
170.160004,172.300003,169.259995,172.259995,167.19989,25555900
172.529999,174.550003,171.960007,172.229996,167.170776,29517900
172.539993,173.470001,172.080002,173.029999,167.947266,22434600
173.440002,175.369995,173.050003,175,169.859406,23660000
174.350006,175.610001,173.929993,174.350006,169.2285,20567800
174.550003,175.059998,173.410004,174.330002,169.209091,21584000
173.160004,174.300003,173,174.289993,169.170258,23959900
174.589996,175.490005,174.490005,175.279999,170.13118,18667700
